plate,failure_mode,S,O,D,RPN,AP,action,interval_days,p_fail_base,p_critical,p_fail_fused
Plate1,Runway standing water sensor degradation (Plate1),9,4,1,36,AP4-Monitor,Monitor,180,0.007918893989443232,0.20000101625919342,0.011086467680518162
