plate,temp_t_fail_days,temp_event,temp_thr,hum_t_fail_days,hum_event,hum_thr,weibull_beta,weibull_eta,weibull_note
Plate3,0.0417204,1,3.866666666666667,21.0,0,29.7,2.0,21.000041442620446,"Weibull: beta assumed (=2.0), eta censored-MLE (uses humidity censored)."
